CNPJ;Nome;Site;Perfil;Código
29599351000142;MODULO INSTITUCIONAL MASTER FIA BDR NIVEL I;;SEGMENTO BALCAO;34157.00-8
29599922000149;BTGP RBC GLOBAL CREDITS FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;31306.00-3
29599938000151;OSTRA FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;30070.00-0
29603957000104;FUNDO DE INVESTIMENTO MULTIMERCADO FATOR REAL ESTATE CREDITO PRIVADO;;SEGMENTO BALCAO;27198.00-5
29608120000158;PERSEVERA GESTAO DE RECURSOS LTDA.;;GESTOR;20525
29608120000158;PERSEVERA GESTAO DE RECURSOS LTDA.;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;52950.00-5
29613660000120;SUCO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27912.00-9
29613915000154;FATOR MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;28161.00-0
29614033000103;FATOR RENDA GALPAO FII;;SEGMENTO BALCAO;48389.00-6
29626006000150;CLARITAS ADVISORY ICATU PREVIDENCIA FIM;;SEGMENTO BALCAO;27238.00-6
29638303000116;MAGNETIS DIVERSIFICACAO ACOES FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;28392.00-6
29641091000126;PLANNER MAX FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;35762.00-7
29641226000153;PATRIA RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;27497.00-5
29641242000146;PARK EMPREENDIMENTOS COMERCIAIS S.A.;;SEGMENTO BALCAO;28413.40-4
29650082000100;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;;ADMINISTRADOR DE CLUBES;2996
29650082000100;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;;GESTOR;2996
29650082000100;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;15933.00-7
29650183000172;CHAI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;27856.00-0
29660999000187;ANJO INVESTIMENTOS FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;43175.00-2
29661019000160;RIO MANSO FIM CRED PRIV IE;;SEGMENTO BALCAO;27881.00-6
29661053000135;CHESS MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27867.00-6
29665263000100;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FORTBRASIL;;SEGMENTO BALCAO;27772.00-5
29667227000177;PETROFLEX INDUSTRIA E COMERCIO S.A;;SEGMENTO BALCAO;31689.41-4
29709332000121;VENETO FIM CP IE;;SEGMENTO BALCAO;47503.00-3
29714480000134;CRESCERA GROWTH CAPITAL BRASIL IV FIP MULTIESTRATEGIA PARA INVESTIMENTO EM FIP;;SEGMENTO BALCAO;27260.00-5
29720568000169;R CAPITAL PRISMA FC DE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;49851.00-7
29720571000182;HECTARE REAL ESTATE FIC DE FIM CP;;SEGMENTO BALCAO;27241.00-0
29720577000150;FALCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;;SEGMENTO BALCAO;57175.00-5
29720582000162;SG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;;SEGMENTO BALCAO;29852.00-2
29720593000142;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ANGA MULTI CONSIGNADOS I;;SEGMENTO BALCAO;37357.00-1
29720595000131;DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;;SEGMENTO BALCAO;30792.00-3
29722350000143;ALBA CASH ENHANCED FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCAO;27157.00-8
29722362000178;BRAIN PLENUS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27187.00-9
29722392000184;FINOR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;;SEGMENTO BALCAO;27213.00-7
29722427000185;GUANANDI FIM CP IE;;SEGMENTO BALCAO;34160.00-2
29722437000110;BOGARI VALUE ICATU PREV FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27255.00-3
29722458000136;ALASKA 70 ICATU PREVIDENCIARIO FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27266.00-9
29722466000182;SOMMA FUNDAMENTAL FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCAO;42272.00-9
29722489000197;G5 EVOLVE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27843.00-6
29725830000168;SOLANA LONG AND SHORT QI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27902.00-2
29725847000115;VENEZA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27214.00-6
29725869000185;ADE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27571.00-0
29725898000147;CAP FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27565.00-9
29725915000146;LEGNANO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27570.00-1
29726047000119;SHARP CONTINENTE FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCAO;27316.00-7
29726108000148;ATENA GRANADA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;27342.00-2
29726117000139;KAPITALO K10 MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;43642.00-9
29726133000121;KAPITALO K10 FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;41076.00-0
29729286000122;SORRENTO INVESTMENTS LLC - BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;SEGMENTO BALCAO;28128.70-6
29732909000116;APEX LONG BIASED ICATU PREVIDENCIARIO FUNDO DE INVESTIMENTO MULTIMERCADO 70;;SEGMENTO BALCAO;27358.00-3
29732926000153;IBIUNA LONG SHORT ADVISORY FIC FIM;;SEGMENTO BALCAO;27513.00-6
29732947000179;INDIE ICATU PREVIDENCIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;29942.00-8
29732967000140;INDIE 70 ICATU PREVIDENCIA FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;29935.00-8
29733108000175;TRUXT MACRO PREVIDENCIARIO FIFE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27754.00-9
29733120000180;TRUXT MACRO PREVIDENCIARIO ICATU FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO;;SEGMENTO BALCAO;28163.00-8
29733655000150;TRUXT MACRO I PREVIDENCIARIO ICATU FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO;;SEGMENTO BALCAO;28605.00-9
29733674000187;RFT MISSISSIPI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;27428.00-5
29733715000135;OCEANA LITORAL FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCAO;28115.00-1
29733741000163;CRESCER SEMPRE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;53252.00-1
29733757000176;JWM INFLACAO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;29136.00-3
29733824000152;CHIMPS FUNDO DE INVESTIMENTO EM ACOES INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27511.00-8
29733861000160;BALANCE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27500.00-2
29733890000122;LWK FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;40450.00-5
29733915000198;BAHIA AM MARAU BB FIC DE FIM;;SEGMENTO BALCAO;27442.00-5
29733934000114;IRB FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCAO;27666.00-1
29733965000175;IRB FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCAO;27662.00-5
29733985000146;BAHIA AM MARAU ESTRUTURADO FIC FIM;;SEGMENTO BALCAO;27435.00-5
29734052000173;ICATU SEG CP PREV FIM CREDITO PRIVADO;;SEGMENTO BALCAO;29167.00-3
29734102000112;1590 STORK FIF MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;27480.00-5
29734143000109;TRAFALGAR FI PREVIDENCIA MULTIMERCADO CREDITO PRIVADO QUALIFICADO;;SEGMENTO BALCAO;28999.00-7
29736734000115;LAGO DA PEDRA PARTICIPACOES S/A;;SEGMENTO BALCAO;28050.40-3
29738952000199;SERPROS FUNDO MULTIPATROCINADO;;GESTOR;20884
29738952000199;SERPROS FUNDO MULTIPATROCINADO;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;26839.00-4
29746371000107;STEP-UP X FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO - PADRONIZADOS;;SEGMENTO BALCAO;36860.00-1
29746391000170;STEP-UP IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;;SEGMENTO BALCAO;30025.00-0
29746406000108;STEP-UP VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;;SEGMENTO BALCAO;29965.00-9
29762315000158;KINEA ATLAS II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;27256.00-2
29762376000115;BTG QP7 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;;SEGMENTO BALCAO;27292.00-4
29770450000145;LUZ & IMAGINACAO EDITORA E PRODUTORA LTDA - ME;;SEGMENTO BALCAO;00837.44-8
29773773000192;BRASILPREV MULTIMERCADO MULTIGESTOR I FIC FI;;SEGMENTO BALCAO;32008.00-1
29773781000139;BRASILPREV MULTIGESTOR PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;42609.00-5
29773794000108;BRASILPREV CONCEPT FIC FI RENDA FIXA;;SEGMENTO BALCAO;28388.00-3
29773806000102;BRASILPREV FIX PLUS FIC FI RENDA FIXA;;SEGMENTO BALCAO;28390.00-8
29774606000166;ITAMARACA TRANSMISSORA SPE S.A;;SEGMENTO BALCAO;41633.40-5
29780061000109;SAO CARLOS EMPREENDIMENTOS E PARTICIPACOES S/A;;SEGMENTO BALCAO;32485.40-4
29786909000107;LANCIA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;27375.00-0
29797520000159;PROMONTORIA HOLDING 206 B.V. - DEUTSCHE BANK SA - BANCO ALEMAO;;SEGMENTO BALCAO;27100.70-1
29800193000147;BBG FIM CP;;SEGMENTO BALCAO;27281.00-8
29800227000101;HIX ICATU PREVIDENCIARIO LONG ONLY QUALIFICADO FIC DE FIM 100;;SEGMENTO BALCAO;29950.00-7
29800237000139;ROOT GENERAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITORIOS NAO PADRONIZADOS;;SEGMENTO BALCAO;27611.00-1
29813630000167;CLARITAS FIC FIRF CP LP;;SEGMENTO BALCAO;28177.00-1
29813738000150;KADIMA FIFE PREVIDENCIA FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;29377.00-6
29813769000100;ABSOLUTE ALPHA GLOBAL ADVISORY FIC FIM;;SEGMENTO BALCAO;31646.00-0
29823455000199;JC BLC 2 LP - BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;SEGMENTO BALCAO;22144.70-0
29823456000133;GAVEA JUS BG-1 B LLC - BEM DTVM LTDA;;SEGMENTO BALCAO;17754.70-3
29823461000146;RIO BRAVO ENERGIA I INVESTMENTS HOLDINGS LLC - BEM DTVM LTDA;;SEGMENTO BALCAO;14845.70-1
29826089000121;GIANT SIGMA FIC DE FIM;;SEGMENTO BALCAO;36046.00-7
29828733000109;C6 BANK TV1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;;SEGMENTO BALCAO;33341.00-4
29846286000102;88I SEGURADORA DIGITAL S.A.;;SEGMENTO BALCAO;40941.70-3
29852606000137;TRUXT CSHG PREVIDENCIA FICFIA;;SEGMENTO BALCAO;27395.00-4
29852612000194;ITAU ALVORADA MASTER PREV FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27423.00-0
29852634000154;CHARLES DE GAULLE FICFIM;;SEGMENTO BALCAO;27447.00-0
29852665000105;ITAU ALVORADA PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27415.00-1
29852732000191;VALORA CRI CDI FUNDO DE INVESTIMENTO IMOBILIARIO - FII;;SEGMENTO BALCAO;27170.00-9
29853005000149;OAKTREE GLOBAL CREDIT BRL FIC DE FIM;;SEGMENTO BALCAO;27645.00-8
29858564000141;SPE STX 34 DESENVOLVIMENTO IMOBILIARIO S.A.;;SEGMENTO BALCAO;32456.40-2
29884534000100;MARLIM AZUL ENERGIA S.A.;;SEGMENTO BALCAO;53525.40-8
29884545000190;ECORIOMINAS CONCESSIONARIA DE RODOVIAS S.A.;;SEGMENTO BALCAO;27220.40-9
29886187000154;FINPEC AGRONEGOCIOS LTDA;;SEGMENTO BALCAO;38193.00-6
29894663000189;CONSIGNADOS I COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS;;SEGMENTO BALCAO;32486.40-3
29896310000118;BRASAL ENERGIA S/A;;SEGMENTO BALCAO;44266.40-8
29904958000199;KRAFTIGT REGN FIM CP;;SEGMENTO BALCAO;27781.00-3
29909331000120;INFINITU FIM CREDITO PRIVADO;;SEGMENTO BALCAO;40745.00-2
29914974000162;USINA JEQUITIBA SPE S/A;;SEGMENTO BALCAO;34735.40-6
29938085000135;CONCESSIONARIA DAS LINHAS 5 E 17 DO METRO DE SAO PAULO S/A;;SEGMENTO BALCAO;27251.40-9
29941126000142;BB TOP ACOES LONG BIAS FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;31418.00-1
29941789000167;ITAU PRIVATE PREV IMP 3 II FIF CIC MULT - RESP LIMITADA;;SEGMENTO BALCAO;27735.00-4
29941823000101;ITAU FLEXPREV DUNAMIS FIF CIC ACOES - RESP LIMITADA;;SEGMENTO BALCAO;27708.00-0
29941845000163;ITAU INSTITUCIONAL PRECISION IPCA CREDITO PRIVADO RENDA FIXA LONGO PRAZO FICFI;;SEGMENTO BALCAO;40813.00-6
29941862000109;ITAU PRIVATE PREV IMP 3 FIF CIC MULT - RESP LIMITADA;;SEGMENTO BALCAO;27711.00-4
29941900000115;ITAU FLEXPREV IBRX ATIVO IQ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;;SEGMENTO BALCAO;27704.00-4
29941920000196;ITAU FLEXPREV VERTICE VISION PLUS FIF MULT RESP LIMITADA;;SEGMENTO BALCAO;27703.00-5
29941942000156;ITAU FLEXPREV VISION PLUS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT - RESP LIMITADA;;SEGMENTO BALCAO;27700.00-8
29942155000129;ITAU FLEXPREV DUNAMIS FIF ACOES RL;;SEGMENTO BALCAO;27707.00-1
29942200000145;ITAU PREV MULTIGESTOR FIF CIC MULT - RESP LIMITADA;;SEGMENTO BALCAO;27694.00-4
29942223000150;ITAU SELECAO PREV MULTIFUNDOS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT - RESP LIMITADA;;SEGMENTO BALCAO;27675.00-9
29957532000101;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT;;SEGMENTO BALCAO;32468.00-5
29958022000140;FUNDO DE PENSAO CAPEMI FUCAP;;SEGMENTO BALCAO;63729.70-6
29959137000150;MULTISHOPPING EMPREEND. IMOBILIARIOS S/A;;SEGMENTO BALCAO;35379.43-8
29959459000107;CESCEBRASIL SEGUROS DE GARANTIAS E CREDITO S/A;;SEGMENTO BALCAO;55339.30-0
29959574000173;FUNDACAO DE PREVIDENCIA DOS SERVIDORES DO IRB;www.previrb.com.br;GESTOR;571
29959574000173;FUNDACAO DE PREVIDENCIA DOS SERVIDORES DO IRB;www.previrb.com.br;SEGMENTO BALCAO,PARTICIPANTE DE CCP;26869.72-0
29961505000102;HOJE PREVIDENCIA PRIVADA;;SEGMENTO BALCAO;68919.70-0
29967710000177;CLARITAS MULTIESTRATEGIA FIC FIM;;SEGMENTO BALCAO;28963.00-2
29970149000185;PORTO FINO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;30137.00-8
29970251000180;SOLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;;SEGMENTO BALCAO;31328.00-5
29978814000187;SUL AMERICA S/A;;SEGMENTO BALCAO;08376.00-4
29979036000140;INSTITUTO NACIONAL DE SEGURO SOCIAL;;SEGMENTO BALCAO;28489.00-5
29980141000108;OCEANICA ENGENHARIA E CONSULTORIA S.A.;;SEGMENTO BALCAO;42434.40-7
29980158000157;HDI SEGUROS S/A;;SEGMENTO BALCAO;69819.70-6
29981107000140;ULTRAPREV ASSOC. DE PREV. COMPLEMENTAR;;SEGMENTO BALCAO;88899.71-4
29982932000169;WESTERN ASSET GLOBAL EQUITIES FUNDO DE INVESTIMENTO EM ACOES INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;31016.00-1
29983445000110;WESTERN ASSET PREVINORTE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;33724.00-9
29983486000107;WESTERN ASSET MULTIPREV GLOBAL EQUITIES FIA IE;;SEGMENTO BALCAO;32053.00-1
29983496000142;WESTERN ASSET PREV CREDIT II RENDA FIXA FUNDO DE INVESTIMENTO CREDITO PRIVADO;;SEGMENTO BALCAO;32636.00-2
29983516000185;WESTERN ASSET DEBENTURES INFRAESTRUTURA FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCAO;35327.00-2
29983589000177;MULTIPREV IMA-B ATIVO FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;35957.00-1
29985998000102;RG CAPITALIZACAO S.A.;;SEGMENTO BALCAO;27557.70-1
29986312000106;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DO ES;;PARTICIPANTE DE BALCÃO;20885
29986312000106;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DO ES;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;33677.70-9
29986319000110;KINEA VERTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ABERTO;;SEGMENTO BALCAO;27752.00-1
29993543000139;TOR FIF MULT CREDITO PRIVADO - RESP LIMITADA;;SEGMENTO BALCAO;27691.00-7
29993554000119;LEGACY CAPITAL A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;43724.00-6
29993579000112;ITAU GLOBAL DINAMICO PLUS DISTRIBUIDORES MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FI;;SEGMENTO BALCAO;32418.00-0
29993583000180;ITAU DISTRIBUIDORES HEDGE PLUS II MULTIMERCADO FICFI;;SEGMENTO BALCAO;27716.00-9
29993590000182;CUATRO HACHAS FUNDO DE INVESTIMENTO FINANCEIRO MULT CRED PRIV RESP LIMITADA;;SEGMENTO BALCAO;27458.00-6
29993618000181;SKYRAIDER RED FICFIA;;SEGMENTO BALCAO;27503.00-9
29994266000189;PORTUS INSTITUTO DE SEGURIDADE SOCIAL;;GESTOR;20886
29994266000189;PORTUS INSTITUTO DE SEGURIDADE SOCIAL;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;26749.70-9
29994389000110;SPACEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27546.00-4
29994412000176;NEO FUTURE MASTER FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCAO;27648.00-5
29994475000122;COSENZA MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27563.00-1
29994491000115;NEO FUTURE II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;;SEGMENTO BALCAO;29094.00-4
29994558000111;SPX LANCER ICATU MULTIPREVI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27647.00-6
29994574000104;WE ILIQUIDOS FUNDO DE INVESTIMENTOMULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27646.00-7
29996127000194;SONATA GESTORA DE RECURSOS LTDA;;GESTOR;54257
29996127000194;SONATA GESTORA DE RECURSOS LTDA;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;54257.00-5
29997296000149;JA AGRONEGOCIOS COMERCIO E DISTRIBUICAO DE PRODUTOS VETERINARIOS LTDA;;SEGMENTO BALCAO;56149.40-3
30017051000197;EREN DRACENA PARTICIPACOES S/A;;SEGMENTO BALCAO;28991.40-7
30022727000130;NUCLEOS INSTITUTO DE SEGURIDADE SOCIAL;;GESTOR;20887
30022727000130;NUCLEOS INSTITUTO DE SEGURIDADE SOCIAL;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;27739.70-1
30030696000160;PRECE - PREVIDENCIA COMPLEMENTAR;;GESTOR;20888
30030696000160;PRECE - PREVIDENCIA COMPLEMENTAR;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;28139.70-2
30032131000111;AVIAO II FIA IE;;SEGMENTO BALCAO;27574.00-7
30033738000116;TECHTOOLS VENTURES INVESTIMENTOS S.A;;SEGMENTO BALCAO;38687.40-2
30036235000102;FUNDO DE INVESTIMENTO CAIXA INDEXA BOLSA AMERICANA MULTIMERCADO LONGO PRAZO;;SEGMENTO BALCAO;40757.00-7
30036685000197;CAIXA DE PREV E ASSIST DOS SERV DA FUND NACIONAL DE SAUDE;;GESTOR;20890
30036685000197;CAIXA DE PREV E ASSIST DOS SERV DA FUND NACIONAL DE SAUDE;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;27599.72-1
30037009000138;TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS III S.A.;;SEGMENTO BALCAO;29019.40-5
30038003000185;GOW CAPITAL GESTAO DE RECURSOS E CONSULTORIA LTDA.;;GESTOR;71010
30038003000185;GOW CAPITAL GESTAO DE RECURSOS E CONSULTORIA LTDA.;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;40887.00-1
30048651000112;PATRIA EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO FII;;SEGMENTO BALCAO;27596.00-9
30056738000131;ATHOS FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;47435.00-9
30056796000165;HASHDEX GESTORA DE RECURSOS LTDA;;GESTOR;5305
30056825000199;ALFA POLARIS - FUNDO DE INVESTIMENTO RENDA FIXA - CREDITO PRIVADO;;SEGMENTO BALCAO;31043.00-5
30056841000181;VIROFLAY - FUNDO DE INVESTIMENTO MULTIMERCADO - PREVIDENCIARIO QUALIFICADO;;SEGMENTO BALCAO;32301.00-7
30057233000191;POLO SPECIAL SITUATION III FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;27408.00-1
30057258000195;VISTA HEDGE FIC DE FIM;;SEGMENTO BALCAO;27331.00-6
30057274000188;XP MACRO PLUS FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27405.00-4
30057506000106;CSHG JVS FIC FI FINANCEIRO - MULT CP RESP LTDA;;SEGMENTO BALCAO;44841.00-5
30057791000157;SANTANDER PB FD&M MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;27312.00-1
30057914000150;SANTANDER PB DMW MULTIMERCADO CREDITO PRIVADO FI;;SEGMENTO BALCAO;27482.00-3
30068141000107;FI EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA TURQUESA CORPORATIVO RENDA FIXA CURTO PRAZO;;SEGMENTO BALCAO;37580.00-5
30068169000144;FIC DE FIA CAIXA BRASIL ACOES LIVRE QUANTITATIVO;;SEGMENTO BALCAO;40785.00-0
30068214000160;FUNDO DE INVESTIMENTO CAIXA MERCURIO RENDA FIXA LONGO PRAZO;;SEGMENTO BALCAO;37265.00-7
30068224000104;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES CAIXA ACOES MULTIGESTOR;;SEGMENTO BALCAO;30791.00-4
30068240000199;FUNDO DE INVESTIMENTO CAIXA MASTER HEDGE MULTIMERCADO LONGO PRAZO;;SEGMENTO BALCAO;54726.00-0
30068713000158;XP MACRO PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27401.00-8
30068728000116;DLM CONSERVADOR ADVISORY ICATU SEG PREVIDENCIA FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCAO;27504.00-8
30068867000140;SAFRA HUBBLE FIC FI MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;27440.00-7
30069267000104;FUNDO DE INVESTIMENTO RF RESERVA ESTRATEGICO LP REFERENCIADO DI;;SEGMENTO BALCAO;27628.00-1
30069332000193;CSHG STOCKHORN FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CREDITO PRIVADO RESP LTDA;;SEGMENTO BALCAO;29639.00-5
30077156000131;ALVES FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;29155.00-8
30077404000144;XPCE VIII - FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - LONGO PRAZO;;SEGMENTO BALCAO;35001.00-5
